Bin	Full.Model	Reduced.Model	Stein.Scott.Similarity	Stein.Scott.Similarity.Nist	DFT.Correlation	DWT.Correlation	Weighted.Cosine.Correlation	Inner.Product.Distance	Truth.Annotation
48-Combined_Mono_Di_STD2 & 99	1	1	1	1	1	1	2	1	True.Positive
49-Combined_Mono_Di_AA_STD2 & 9	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD2 & 11	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD2 & 27	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD2 & 31	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD2 & 34	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD2 & 37	2	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD2 & 48	1	1	1	1	1	1	1	6	True.Positive
49-Combined_Mono_Di_AA_STD2 & 50	1	1	1	1	1	1	1	6	True.Positive
49-Combined_Mono_Di_AA_STD2 & 54	1	1	1	1	1	1	1	4	True.Positive
49-Combined_Mono_Di_AA_STD2 & 71	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD2 & 73	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD2 & 77	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD2 & 86	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD2 & 90	1	1	3	3	3	3	3	11	True.Positive
49-Combined_Mono_Di_AA_STD2 & 91	1	1	7	7	4	4	6	10	True.Positive
49-Combined_Mono_Di_AA_STD2 & 93	4	1	1	2	5	3	2	9	True.Positive
49-Combined_Mono_Di_AA_STD2 & 98	1	1	1	1	4	3	1	10	True.Positive
49-Combined_Mono_Di_AA_STD2 & 122	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD2 & 124	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD2 & 126	1	1	1	1	1	1	1	7	True.Positive
49-Combined_Mono_Di_AA_STD2 & 127	3	1	2	2	1	1	2	21	True.Positive
49-Combined_Mono_Di_AA_STD2 & 128	1	1	1	1	1	1	2	18	True.Positive
49-Combined_Mono_Di_AA_STD2 & 129	1	2	1	1	2	2	2	26	True.Positive
49-Combined_Mono_Di_AA_STD2 & 133	1	1	6	6	6	8	6	1	True.Positive
49-Combined_Mono_Di_AA_STD2 & 135	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD2 & 165	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD2 & 173	1	2	4	4	7	6	6	8	True.Positive
49-Combined_Mono_Di_AA_STD2 & 175	1	3	8	3	7	7	7	6	True.Positive
11-AA_L-Isoleucine_STD3 & 28	1	1	1	1	1	1	1	2	True.Positive
12-AA_L-Leucine_STD3 & 26	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD3 & 7	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD3 & 8	2	5	3	3	5	5	3	5	True.Positive
23-Combined_AA_STD3 & 13	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD3 & 18	2	3	1	1	2	2	1	2	True.Positive
23-Combined_AA_STD3 & 22	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD3 & 28	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA_STD3 & 30	1	2	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD3 & 33	1	1	1	1	1	1	1	3	True.Positive
23-Combined_AA_STD3 & 48	2	2	2	2	2	2	2	8	True.Positive
23-Combined_AA_STD3 & 50	1	1	1	1	1	1	1	6	True.Positive
23-Combined_AA_STD3 & 53	1	1	1	1	1	1	1	5	True.Positive
23-Combined_AA_STD3 & 54	1	1	1	1	1	1	1	3	True.Positive
23-Combined_AA_STD3 & 72	1	1	1	1	1	1	1	3	True.Positive
23-Combined_AA_STD3 & 74	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA_STD3 & 86	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA_STD3 & 111	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD3 & 113	1	1	1	1	1	1	1	19	True.Positive
23-Combined_AA_STD3 & 115	1	1	1	1	1	1	1	2	True.Positive
24-S_Sucrose_STD3 & 78	1	1	1	1	1	1	1	1	True.Positive
25-S_D-MaltoseMonohy_STD3 & 63	1	2	2	1	2	2	3	5	True.Positive
25-S_D-MaltoseMonohy_STD3 & 65	1	1	1	1	1	1	1	1	True.Positive
38-Combined_FA_STD3 & 73	1	1	1	1	1	1	1	1	True.Positive
39-Combined_Disac_STD3 & 56	1	1	1	1	1	1	1	1	True.Positive
39-Combined_Disac_STD3 & 65	1	1	6	5	10	10	10	7	True.Positive
39-Combined_Disac_STD3 & 67	2	1	1	1	1	2	2	3	True.Positive
4-L-AsparticAcid_STD3 & 58	1	1	1	1	1	1	1	2	True.Positive
40-D--Arabinose_STD3 & 56	2	1	2	2	3	4	3	35	True.Positive
41-Fructose_STD3 & 51	2	3	1	1	4	5	1	63	True.Positive
41-Fructose_STD3 & 53	1	1	1	1	1	1	1	6	True.Positive
42-D-Galactose_STD3 & 59	3	4	3	2	5	5	3	8	True.Positive
42-D-Galactose_STD3 & 61	10	1	5	5	7	7	7	3	True.Positive
43-D-Glucose_STD3 & 67	1	1	1	1	1	1	1	20	True.Positive
43-D-Glucose_STD3 & 70	1	1	1	1	1	2	1	10	True.Positive
44-D-Mannose_STD3 & 50	2	1	2	2	2	2	2	19	True.Positive
44-D-Mannose_STD3 & 53	1	1	2	1	1	2	1	14	True.Positive
45-D--Ribose_STD3 & 55	1	4	1	1	4	4	1	7	True.Positive
46-D-Xylose_STD3 & 56	2	1	2	3	3	3	1	15	True.Positive
46-D-Xylose_STD3 & 59	5	6	6	7	4	4	4	10	True.Positive
47-Combined_Monosac_STD3 & 56	4	1	3	3	4	4	2	11	True.Positive
47-Combined_Monosac_STD3 & 58	1	4	7	7	4	4	5	4	True.Positive
47-Combined_Monosac_STD3 & 60	1	1	1	1	1	1	1	7	True.Positive
47-Combined_Monosac_STD3 & 62	1	1	1	1	2	4	1	10	True.Positive
47-Combined_Monosac_STD3 & 70	2	1	1	1	3	4	1	34	True.Positive
47-Combined_Monosac_STD3 & 72	2	1	1	1	1	1	1	7	True.Positive
47-Combined_Monosac_STD3 & 73	1	4	7	4	3	5	9	5	True.Positive
47-Combined_Monosac_STD3 & 76	3	1	2	1	3	3	3	8	True.Positive
47-Combined_Monosac_STD3 & 77	3	2	1	1	1	1	1	16	True.Positive
47-Combined_Monosac_STD3 & 80	9	9	4	6	6	6	6	3	True.Positive
48-Combined_Mono_Di_STD3 & 55	1	6	4	4	3	3	2	12	True.Positive
48-Combined_Mono_Di_STD3 & 56	4	5	6	6	4	1	5	14	True.Positive
48-Combined_Mono_Di_STD3 & 59	1	1	1	1	1	2	1	8	True.Positive
48-Combined_Mono_Di_STD3 & 61	2	3	1	1	4	4	1	9	True.Positive
48-Combined_Mono_Di_STD3 & 68	2	2	1	1	4	21	1	74	True.Positive
48-Combined_Mono_Di_STD3 & 71	1	1	1	1	1	1	1	9	True.Positive
48-Combined_Mono_Di_STD3 & 73	1	1	2	2	2	2	2	17	True.Positive
48-Combined_Mono_Di_STD3 & 76	2	1	2	2	3	3	3	16	True.Positive
48-Combined_Mono_Di_STD3 & 78	3	2	1	1	1	1	1	22	True.Positive
48-Combined_Mono_Di_STD3 & 83	7	9	6	6	6	6	6	3	True.Positive
48-Combined_Mono_Di_STD3 & 108	1	1	1	1	1	1	1	1	True.Positive
48-Combined_Mono_Di_STD3 & 118	1	1	4	3	6	7	6	7	True.Positive
48-Combined_Mono_Di_STD3 & 122	1	3	1	1	1	2	2	3	True.Positive
49-Combined_Mono_Di_AA_STD3 & 7	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD3 & 8	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD3 & 22	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD3 & 30	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD3 & 33	1	1	3	4	8	9	5	14	True.Positive
49-Combined_Mono_Di_AA_STD3 & 37	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD3 & 44	1	1	1	1	1	1	1	6	True.Positive
49-Combined_Mono_Di_AA_STD3 & 65	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD3 & 67	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD3 & 86	1	1	3	3	3	4	3	13	True.Positive
49-Combined_Mono_Di_AA_STD3 & 87	1	3	7	7	4	4	6	12	True.Positive
49-Combined_Mono_Di_AA_STD3 & 90	1	3	1	3	3	3	1	17	True.Positive
49-Combined_Mono_Di_AA_STD3 & 93	1	1	1	1	6	5	1	12	True.Positive
49-Combined_Mono_Di_AA_STD3 & 118	3	3	1	1	5	5	1	75	True.Positive
49-Combined_Mono_Di_AA_STD3 & 119	1	1	1	1	1	1	1	8	True.Positive
49-Combined_Mono_Di_AA_STD3 & 121	6	3	2	2	3	3	2	23	True.Positive
49-Combined_Mono_Di_AA_STD3 & 122	1	12	2	1	1	1	2	18	True.Positive
49-Combined_Mono_Di_AA_STD3 & 123	2	6	1	1	2	2	1	27	True.Positive
49-Combined_Mono_Di_AA_STD3 & 127	1	6	6	6	8	6	6	7	True.Positive
49-Combined_Mono_Di_AA_STD3 & 130	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD3 & 155	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD3 & 165	2	3	1	1	2	2	2	5	True.Positive
49-Combined_Mono_Di_AA_STD3 & 167	1	1	1	1	1	1	2	1	True.Positive
Lp_Purdue_STDmix_01 & 117	3	9	8	1	17	13	17	32	True.Positive
Lp_Purdue_STDmix_01 & 120	1	1	2	2	3	3	3	12	True.Positive
Lp_Purdue_STDmix_01 & 122	6	1	1	1	1	1	1	16	True.Positive
Lp_Purdue_STDmix_01 & 126	2	1	1	1	1	1	2	8	True.Positive
Lp_Purdue_STDmix_01 & 131	1	1	2	2	1	1	1	9	True.Positive
UDN_Project01_C1_A_M_004 & 6	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_004 & 20	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_004 & 28	27	15	20	22	14	11	12	15	True.Positive
UDN_Project01_C1_A_M_004 & 46	38	19	33	23	19	18	22	7	True.Positive
UDN_Project01_C1_A_M_004 & 47	8	7	7	7	11	11	9	12	True.Positive
UDN_Project01_C1_A_M_004 & 52	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_004 & 57	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_M_004 & 63	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_M_004 & 66	1	1	1	1	1	1	1	6	True.Positive
UDN_Project01_C1_A_M_004 & 78	1	1	1	1	1	1	1	10	True.Positive
UDN_Project01_C1_A_M_004 & 79	1	2	2	2	2	2	2	13	True.Positive
UDN_Project01_C1_A_M_004 & 81	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_004 & 85	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_004 & 90	1	1	1	1	1	1	1	9	True.Positive
UDN_Project01_C1_A_M_004 & 96	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_004 & 103	1	6	5	4	7	7	8	11	True.Positive
UDN_Project01_C1_A_M_004 & 112	1	1	2	2	1	3	1	4	True.Positive
UDN_Project01_C1_A_M_004 & 117	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_004 & 127	1	2	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_004 & 128	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_004 & 142	19	29	48	30	39	37	43	15	True.Positive
UDN_Project01_C1_A_M_004 & 148	1	1	1	1	1	2	1	3	True.Positive
UDN_Project01_C1_A_M_004 & 154	1	2	1	1	3	2	1	5	True.Positive
UDN_Project01_C1_A_M_004 & 156	6	8	6	6	9	9	7	32	True.Positive
UDN_Project01_C1_A_M_004 & 158	1	1	1	1	1	1	1	13	True.Positive
UDN_Project01_C1_A_M_004 & 181	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_004 & 187	1	1	1	1	2	1	1	6	True.Positive
UDN_Project01_C1_A_M_008 & 23	2	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_008 & 62	5	29	6	7	7	7	7	7	True.Positive
UDN_Project01_C1_A_M_008 & 69	1	2	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_008 & 75	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_M_008 & 80	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_M_008 & 82	1	1	1	1	1	1	1	5	True.Positive
UDN_Project01_C1_A_M_008 & 96	1	1	1	1	1	1	1	8	True.Positive
UDN_Project01_C1_A_M_008 & 97	1	1	2	2	2	2	2	11	True.Positive
UDN_Project01_C1_A_M_008 & 99	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_008 & 103	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_008 & 108	1	1	1	1	1	1	1	9	True.Positive
UDN_Project01_C1_A_M_008 & 114	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_008 & 119	1	7	5	5	7	7	6	11	True.Positive
UDN_Project01_C1_A_M_008 & 124	1	1	1	2	1	1	1	4	True.Positive
UDN_Project01_C1_A_M_008 & 130	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_008 & 139	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_008 & 140	1	1	1	1	1	1	1	4	True.Positive
UDN_Project01_C1_A_M_008 & 155	2	3	4	3	3	3	4	10	True.Positive
UDN_Project01_C1_A_M_008 & 162	3	1	1	1	1	1	1	11	True.Positive
UDN_Project01_C1_A_M_008 & 170	1	1	1	1	3	3	2	4	True.Positive
UDN_Project01_C1_A_M_008 & 173	1	6	6	6	4	5	2	18	True.Positive
UDN_Project01_C1_A_M_008 & 177	1	1	1	1	1	1	1	14	True.Positive
UDN_Project01_C1_A_M_008 & 192	1	1	1	1	1	1	1	5	True.Positive
UDN_Project01_C1_A_M_008 & 200	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_008 & 211	1	1	1	1	1	2	1	6	True.Positive
UDN_Project01_C1_A_M_013 & 7	1	4	1	1	2	1	1	2	True.Positive
UDN_Project01_C1_A_M_013 & 18	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_013 & 22	3	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_013 & 58	38	14	33	24	17	9	22	7	True.Positive
UDN_Project01_C1_A_M_013 & 59	8	26	7	8	12	12	11	12	True.Positive
UDN_Project01_C1_A_M_013 & 65	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_013 & 66	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_013 & 71	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_013 & 77	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_M_013 & 80	1	1	1	1	1	1	1	5	True.Positive
UDN_Project01_C1_A_M_013 & 96	1	2	1	1	1	1	1	8	True.Positive
UDN_Project01_C1_A_M_013 & 98	1	1	2	2	2	2	2	13	True.Positive
UDN_Project01_C1_A_M_013 & 100	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_013 & 104	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_013 & 109	1	1	1	1	1	1	1	10	True.Positive
UDN_Project01_C1_A_M_013 & 114	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_013 & 120	1	10	5	5	7	7	6	11	True.Positive
UDN_Project01_C1_A_M_013 & 128	1	1	1	1	1	3	1	4	True.Positive
UDN_Project01_C1_A_M_013 & 135	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_013 & 145	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_013 & 146	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_013 & 165	2	1	1	1	1	1	2	4	True.Positive
UDN_Project01_C1_A_M_013 & 172	1	1	1	1	1	1	1	10	True.Positive
UDN_Project01_C1_A_M_013 & 182	1	2	5	6	3	7	2	21	True.Positive
UDN_Project01_C1_A_M_013 & 185	1	1	1	1	1	1	1	16	True.Positive
UDN_Project01_C1_A_M_013 & 200	1	1	1	1	1	1	1	7	True.Positive
UDN_Project01_C1_A_M_013 & 209	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_013 & 218	1	1	1	1	1	2	1	5	True.Positive
UDN_Project01_C1_A_M_016 & 5	3	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_016 & 21	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_016 & 51	38	11	32	26	15	17	21	8	True.Positive
UDN_Project01_C1_A_M_016 & 52	7	35	7	9	11	13	11	12	True.Positive
UDN_Project01_C1_A_M_016 & 57	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_016 & 63	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_M_016 & 69	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_M_016 & 72	1	1	1	1	1	1	1	6	True.Positive
UDN_Project01_C1_A_M_016 & 85	1	2	1	1	1	1	1	9	True.Positive
UDN_Project01_C1_A_M_016 & 86	1	1	2	2	2	2	2	13	True.Positive
UDN_Project01_C1_A_M_016 & 88	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_016 & 93	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_016 & 98	1	1	1	1	1	1	1	8	True.Positive
UDN_Project01_C1_A_M_016 & 104	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_016 & 109	1	6	5	5	7	7	6	11	True.Positive
UDN_Project01_C1_A_M_016 & 115	1	1	1	2	1	1	1	4	True.Positive
UDN_Project01_C1_A_M_016 & 120	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_016 & 130	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_016 & 131	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_016 & 147	3	3	3	3	3	3	4	10	True.Positive
UDN_Project01_C1_A_M_016 & 153	1	1	1	3	5	5	9	8	True.Positive
UDN_Project01_C1_A_M_016 & 160	1	1	1	1	3	2	2	5	True.Positive
UDN_Project01_C1_A_M_016 & 163	6	9	6	6	8	9	6	30	True.Positive
UDN_Project01_C1_A_M_016 & 166	1	3	1	1	1	1	1	13	True.Positive
UDN_Project01_C1_A_M_016 & 188	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_016 & 195	1	1	1	1	2	2	1	6	True.Positive
UDN_Project01_C1_A_M_020 & 21	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_020 & 52	39	22	25	21	17	17	21	9	True.Positive
UDN_Project01_C1_A_M_020 & 53	10	31	7	8	12	11	9	12	True.Positive
UDN_Project01_C1_A_M_020 & 60	1	2	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_020 & 65	1	1	1	1	1	1	1	4	True.Positive
UDN_Project01_C1_A_M_020 & 71	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_M_020 & 74	1	1	1	1	1	1	1	6	True.Positive
UDN_Project01_C1_A_M_020 & 87	1	2	1	1	1	1	1	9	True.Positive
UDN_Project01_C1_A_M_020 & 88	1	1	2	2	2	2	2	12	True.Positive
UDN_Project01_C1_A_M_020 & 90	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_020 & 95	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_020 & 101	1	1	1	1	1	1	1	8	True.Positive
UDN_Project01_C1_A_M_020 & 107	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_020 & 114	1	1	4	4	7	7	2	10	True.Positive
UDN_Project01_C1_A_M_020 & 122	1	1	1	1	1	1	1	5	True.Positive
UDN_Project01_C1_A_M_020 & 129	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_020 & 143	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_020 & 145	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_020 & 165	3	3	3	3	3	3	4	9	True.Positive
UDN_Project01_C1_A_M_020 & 172	1	1	1	1	1	1	1	10	True.Positive
UDN_Project01_C1_A_M_020 & 182	1	2	1	1	3	3	1	5	True.Positive
UDN_Project01_C1_A_M_020 & 185	2	6	2	5	3	2	1	21	True.Positive
UDN_Project01_C1_A_M_020 & 188	2	1	1	1	1	1	1	13	True.Positive
UDN_Project01_C1_A_M_020 & 203	1	1	1	1	1	1	1	11	True.Positive
UDN_Project01_C1_A_M_020 & 210	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_020 & 222	1	1	1	1	1	1	1	5	True.Positive
UDN_Project01_C1_A_M_022 & 26	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_022 & 61	35	15	27	23	16	11	19	8	True.Positive
UDN_Project01_C1_A_M_022 & 68	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_022 & 73	1	1	1	1	1	1	1	4	True.Positive
UDN_Project01_C1_A_M_022 & 79	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_M_022 & 83	1	1	1	1	1	1	1	6	True.Positive
UDN_Project01_C1_A_M_022 & 98	1	1	1	1	1	1	1	7	True.Positive
UDN_Project01_C1_A_M_022 & 99	1	1	2	2	2	2	2	12	True.Positive
UDN_Project01_C1_A_M_022 & 101	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_022 & 106	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_022 & 111	1	1	1	1	1	1	1	8	True.Positive
UDN_Project01_C1_A_M_022 & 117	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_022 & 124	1	8	5	5	7	7	7	11	True.Positive
UDN_Project01_C1_A_M_022 & 133	1	1	2	2	2	2	2	4	True.Positive
UDN_Project01_C1_A_M_022 & 138	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_022 & 148	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_022 & 149	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_M_022 & 166	1	1	1	1	1	1	2	6	True.Positive
UDN_Project01_C1_A_M_022 & 172	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_M_022 & 180	1	1	1	1	2	1	1	3	True.Positive
UDN_Project01_C1_A_M_022 & 183	4	1	2	5	5	7	2	21	True.Positive
UDN_Project01_C1_A_M_022 & 185	1	1	1	1	1	1	1	13	True.Positive
UDN_Project01_C1_A_M_022 & 197	1	1	1	1	1	1	1	8	True.Positive
UDN_Project01_C1_A_M_022 & 202	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_M_022 & 210	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 20	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 62	11	12	18	16	18	13	19	7	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 63	5	11	11	12	13	11	12	12	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 68	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 73	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 78	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 80	1	1	1	1	1	1	1	5	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 96	1	2	1	1	1	1	1	9	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 98	1	1	2	2	2	2	2	13	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 100	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 104	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 109	1	1	1	1	1	1	1	12	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 114	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 120	1	6	5	5	7	7	8	11	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 126	1	1	2	2	3	3	2	4	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 132	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 143	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 145	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 161	1	1	2	1	3	2	4	7	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 169	1	1	1	1	1	1	1	11	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 180	4	1	1	1	2	2	1	4	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 182	1	1	6	6	5	7	2	21	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 185	1	2	4	1	2	1	1	3	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 200	1	1	1	1	1	1	1	8	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 208	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_QC_Pool_M_001 & 218	1	1	1	1	2	2	1	5	True.Positive
UDN_Project01_C1_A_QC_Pool_M_002 & 20	2	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_QC_Pool_M_002 & 49	39	13	29	25	16	20	24	7	True.Positive
UDN_Project01_C1_A_QC_Pool_M_002 & 56	1	1	1	1	1	1	1	2	True.Positive
UDN_Project01_C1_A_QC_Pool_M_002 & 63	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_QC_Pool_M_002 & 69	1	1	1	1	1	1	1	3	True.Positive
UDN_Project01_C1_A_QC_Pool_M_002 & 72	1	1	1	1	1	1	1	5	True.Positive
UDN_Project01_C1_A_QC_Pool_M_002 & 87	1	1	1	1	1	1	1	7	True.Positive
UDN_Project01_C1_A_QC_Pool_M_002 & 89	1	1	2	2	2	2	2	11	True.Positive
UDN_Project01_C1_A_QC_Pool_M_002 & 91	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_QC_Pool_M_002 & 96	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_QC_Pool_M_002 & 103	1	1	1	1	1	1	1	5	True.Positive
UDN_Project01_C1_A_QC_Pool_M_002 & 109	1	1	1	1	1	1	1	1	True.Positive
UDN_Project01_C1_A_QC_Pool_M_002 & 117	1	6	5	5	7	7	7	11	True.Positive
